"protein","RNA","corr.coef","conf.level","conf.low","conf.high","statistic","p.value","method","n.obs","factor","fact_lvl"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.0807822716867908,0.95,0.0673122240853263,0.0942228766041514,1675974374490.56,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.133091399193104,0.95,0.119763585681483,0.146371251081795,1580601151637.89,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0919249396651802,0.95,0.0784789529581325,0.105337487411285,1655658375984.41,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.097201457245423,0.95,0.0837680418313047,0.110599549872139,1646037904165.12,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.118875439115518,0.95,0.105501604762687,0.132206278610107,1606520565575.37,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0696589538623778,0.95,0.0561682519566654,0.0831242244387962,1696255092604.26,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.0605624875301469,0.95,0.0470573926208343,0.0740454457653933,1712840330248.89,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0599773096018116,0.95,0.0464713657024924,0.0734613291682987,1713907262687.42,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0784414026748585,0.95,0.0649667291842036,0.0918874759330841,1680242391041.16,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.063842375509505,0.95,0.0503422112304726,0.0773192138116584,1706860236485.15,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.0852153661051671,0.95,0.071754486913597,0.0986452098856854,1667891683724.22,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.00942042493017017,0.95,-0.00412379446726869,0.0229611886265112,1806085688487.84,"0.160458199124758","Spearman correlation",22199,"donor","13176"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.0756159906711235,0.95,0.0621359320549087,0.0890684671453538,1685393856216.14,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD101","CD101 RNA (ENSG00000134256_CD101)",0.0483605878611842,0.95,0.034839713957292,0.0618637615282514,1735087585208.62,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.0636212069424391,0.95,0.0501207009985121,0.0770984670595941,1707263484637.82,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",0.051552751122994,0.95,0.0380356148929929,0.0650510247980889,1729267436552.65,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0456521557009309,0.95,0.0321283273535112,0.0591592708486094,1740025765528.49,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.0585837026860704,0.95,0.0450757743414394,0.0720702125717618,1716448172644.83,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",0.0569851282463065,0.95,0.0434749885149844,0.0704744301029865,1719362792015.45,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",0.0663209150855636,0.95,0.0528246705428143,0.0797929359197918,1702341210483.27,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.0590283169703421,0.95,0.0455210160129178,0.0725140380480857,1715637524499.1,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.082851788585998,0.95,0.069385954645168,0.0962874358579788,1672201103823.76,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.0663510988657912,0.95,0.0528549030859001,0.0798230600099982,1702286177556.22,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.0504028610887203,0.95,0.0368843465984485,0.0639029315880969,1731363986881.88,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.0889221086577277,0.95,0.0754693056371358,0.102342547326029,1661133322413.76,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD134","CD134 RNA (ENSG00000186827_TNFRSF4)",0.0399198794404053,0.95,0.0263904545187604,0.0534346825593525,1750477204642.67,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD119","CD119 RNA (ENSG00000027697_IFNGR1)",0.0439797266543217,0.95,0.030454173366112,0.0574891765988945,1743075041166.82,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD25","CD25 RNA (ENSG00000134460_IL2RA)",0.0371588908827164,0.95,0.0236270884014359,0.0506770799520849,1755511209023.16,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD14","CD14 RNA (ENSG00000170458_CD14)",0.0387099019638679,0.95,0.0251794096463697,0.0522262143168178,1752683310097.26,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD45RO","CD45RO RNA (ENSG00000081237_PTPRC)",0.0275393705898094,0.95,0.0140008994588721,0.0410677461986629,1773050110862.43,"< 0.001","Spearman correlation",22199,"donor","13176"
"HLA-E","HLA-E RNA (ENSG00000204592_HLA-E)",-0.0070762522968093,0.95,-0.0206179695531176,0.00646806084647453,1836163446395.52,"0.291760267673845","Spearman correlation",22199,"donor","13176"
"CD352","CD352 RNA (ENSG00000162739_SLAMF6)",0.0269980562874221,0.95,0.013459284467003,0.0405269307311497,1774037068436.68,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD141","CD141 RNA (ENSG00000178726_THBD)",0.0419817202953561,0.95,0.0284542057488114,0.0554938604311104,1746717929412.51,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD79b","CD79b RNA (ENSG00000007312_CD79B)",0.033827433601963,0.95,0.0202930375708887,0.0473494337888263,1761585327113.22,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD2","CD2 RNA (ENSG00000116824_CD2)",0.043600397472451,0.95,0.0300744635027483,0.0571103664600382,1743766657493.11,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD226","CD226 RNA (ENSG00000150637_CD226)",0.0169728391828391,0.95,0.00342993438530828,0.0305095190628046,1792315661688.81,"0.0114427511521812","Spearman correlation",22199,"donor","13176"
"CD328","CD328 RNA (ENSG00000168995_SIGLEC7)",0.0257246112833919,0.95,0.0121851634169649,0.0392546279793359,1776358891796.2,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD20","CD20 RNA (ENSG00000156738_MS4A1)",0.0354281659069016,0.95,0.02189497848182,0.0489483723503863,1758666773389.91,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD107a","CD107a RNA (ENSG00000185896_LAMP1)",0.0386198860352971,0.95,0.0250893158963022,0.0521363090851991,1752847432682.08,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD11b","CD11b RNA (ENSG00000169896_ITGAM)",0.0227096771891282,0.95,0.00916880401133434,0.0362422233167865,1781855905318.81,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD49a","CD49a RNA (ENSG00000213949_ITGA1)",0.0123719979935872,0.95,-0.00117189162500597,0.0259113494753542,1800704198698.9,"0.0652835566186363","Spearman correlation",22199,"donor","13176"
"CD278","CD278 RNA (ENSG00000163600_ICOS)",0.0285728635560822,0.95,0.0150349885740756,0.04210026476069,1771165782836.17,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD83","CD83 RNA (ENSG00000112149_CD83)",0.0266404318537511,0.95,0.0131014657380216,0.0401696315089964,1774689111329.31,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD195","CD195 RNA (ENSG00000160791_CCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD274","CD274 RNA (ENSG00000120217_CD274)",0.0253869788074774,0.95,0.0118473590724142,0.0389172909943592,1776974484120.19,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD270","CD270 RNA (ENSG00000157873_TNFRSF14)",0.0237914673314193,0.95,0.0102510772245179,0.0373231341627608,1779883518906.74,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD335","CD335 RNA (ENSG00000189430_NCR1)",0.038150834072664,0.95,0.0246198619805372,0.0516678303931197,1753702637108.04,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD154","CD154 RNA (ENSG00000102245_CD40LG)",0.0107814137082318,0.95,-0.00276268295262435,0.0243215555242493,1803604249927.91,"0.108204824112163","Spearman correlation",22199,"donor","13176"
"CD172a","CD172a RNA (ENSG00000198053_SIRPA)",0.0219866459674115,0.95,0.0084454676085893,0.035519762132288,1783174180371.86,"0.00105260902047192","Spearman correlation",22199,"donor","13176"
"CD27","CD27 RNA (ENSG00000139193_CD27)",0.0254298194134844,0.95,0.0118902213148386,0.0389600942777385,1776896374488.88,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD122","CD122 RNA (ENSG00000100385_IL2RB)",0.0191168487302349,0.95,0.00557459881141158,0.0326520879422857,1788406571438.03,"0.00439421403183229","Spearman correlation",22199,"donor","13176"
"IgD","IgD RNA (ENSG00000211898_IGHD)",0.0170995772458296,0.95,0.00355670769539813,0.0306361754236338,1792084585046.9,"0.0108415464433211","Spearman correlation",22199,"donor","13176"
"CD163","CD163 RNA (ENSG00000177575_CD163)",-0.00600243430755974,0.95,-0.0195445386852145,0.00754187206335191,1834205595303.87,"0.371172032933665","Spearman correlation",22199,"donor","13176"
"CD268","CD268 RNA (ENSG00000159958_TNFRSF13C)",0.0168998597227275,0.95,0.00335693482639567,0.0304365864519413,1792448722335.1,"0.0118022084177527","Spearman correlation",22199,"donor","13176"
"CD161","CD161 RNA (ENSG00000111796_KLRB1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD146","CD146 RNA (ENSG00000076706_MCAM)",0.00252364251440052,0.95,-0.0110204274110871,0.016066786614079,1818660326943.16,"0.706927881944066","Spearman correlation",22199,"donor","13176"
"CD21","CD21 RNA (ENSG00000117322_CR2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD19","CD19 RNA (ENSG00000177455_CD19)",-0.00649155619779906,0.95,-0.0200334881140674,0.00705275713155952,1835097392457.9,"0.333467038439461","Spearman correlation",22199,"donor","13176"
"CD303","CD303 RNA (ENSG00000198178_CLEC4C)",-0.000146992459807076,0.95,-0.0136906584576087,0.0133967274641255,1823529593105.6,"0.982527998516282","Spearman correlation",22199,"donor","13176"
"CD94","CD94 RNA (ENSG00000134539_KLRD1)",-0.0083256531642184,0.95,-0.0218668807061744,0.00521862854226832,1838441431004.33,"0.214820794049493","Spearman correlation",22199,"donor","13176"
"CD23","CD23 RNA (ENSG00000104921_FCER2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD85j","CD85j RNA (ENSG00000104972_LILRB1)",0.0157523307924057,0.95,0.00220910884069962,0.0292897752264834,1794540967754.19,"0.0189250002750461","Spearman correlation",22199,"donor","13176"
"CD185","CD185 RNA (ENSG00000160683_CXCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",-0.00620617757103282,0.95,-0.0197482108971995,0.00733813248595249,1834577072569.85,"0.355155467925774","Spearman correlation",22199,"donor","13176"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",0.0125152025123056,0.95,-0.00102866510200133,0.0260544794777111,1800443099400.78,"0.0622305923001785","Spearman correlation",22199,"donor","13176"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",-0.0193001815218291,0.95,-0.0328352917699448,-0.00575799338331138,1858450866998.6,"0.00403128301495525","Spearman correlation",22199,"donor","13176"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",-0.0113031611268655,0.95,-0.0248430512433804,0.00224087517442649,1843870206898.81,"0.0921712127605687","Spearman correlation",22199,"donor","13176"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",22199,"donor","13176"
"CD24","CD24 RNA (ENSG00000272398_CD24)",0.032394663762437,0.95,0.0188592448780005,0.0459182107045026,1764197641325.21,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",-0.0498218502944731,0.95,-0.0633228150943457,-0.036302653049662,1914099853255.11,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.0222532328438962,0.95,-0.0357861404781285,-0.00871216535832408,1863835052039.74,"< 0.001","Spearman correlation",22199,"donor","13176"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.0297396609421655,0.95,-0.0432659273357675,-0.0162024938076776,1877484768818.15,"< 0.001","Spearman correlation",22199,"donor","13176"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.54782615655697,0.95,0.538795106943726,0.556731306495976,1149917875537.4,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.568031198576724,0.95,0.559288793328468,0.576647265503613,1098534675621.22,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.536582040646249,0.95,0.527394987756315,0.545643629833309,1178512651789.6,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.505416517855387,0.95,0.495814349898112,0.514895120447944,1257769318837.82,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.434691026975442,0.95,0.424240905736274,0.44502538482493,1437630466045.58,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.464567308282765,0.95,0.454459464961158,0.47455552959891,1361652453544.29,"< 0.001","Spearman correlation",24803,"donor","31800"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.458147711106488,0.95,0.447964358561551,0.468212203646042,1377978054093.27,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",0.443364595637687,0.95,0.43301144625814,0.453600780340296,1415572817656.48,"< 0.001","Spearman correlation",24803,"donor","31800"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.353772975948235,0.95,0.342512533393318,0.364931794251592,1643412190661.32,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.407879569659054,0.95,0.397142083539034,0.418505407458969,1505814361430.96,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.3136270304898,0.95,0.302027714080035,0.325133496115965,1745506862837.6,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.365037749543927,0.95,0.353879911688831,0.376091697655691,1614764880098.34,"< 0.001","Spearman correlation",24803,"donor","31800"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.365024144250922,0.95,0.353866180484083,0.376078220956158,1614799479555.73,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.283129561263726,0.95,0.271300753567914,0.294872855408814,1823064610881.32,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.346475756435677,0.95,0.335150606627411,0.357700796931663,1661969662042.94,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.253131744874628,0.95,0.241100709067412,0.265084990508451,1899351697790.75,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.276173327342501,0.95,0.264295549807042,0.287967339559827,1840754925897.17,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",0.194194450715904,0.95,0.181833875459171,0.206493667063138,2049234423365.66,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.239921501396224,0.95,0.227808795224135,0.251959964016776,1932946509468.38,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.207617397043681,0.95,0.19532398156431,0.219845580036455,2015098689624.06,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.204953320736931,0.95,0.192646205873939,0.217195966199549,2021873670112.98,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.156816783925719,0.95,0.144293695322739,0.169289648256033,2144289119277.83,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.174859525808482,0.95,0.162410385353574,0.187253006912794,2098404838894.17,"< 0.001","Spearman correlation",24803,"donor","31800"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.0843523887280266,0.95,0.0716167753830197,0.0970605022736279,2328572453190.6,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.177784160747363,0.95,0.165347797644363,0.190163993758199,2090967234874.37,"< 0.001","Spearman correlation",24803,"donor","31800"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.151081165885098,0.95,0.138536327911587,0.163577528961305,2158875300694.13,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.162410072049153,0.95,0.149909009789762,0.174859213855176,2130064895366.09,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.159588738513819,0.95,0.147076465049266,0.172049945873157,2137239794826.06,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.122209648073478,0.95,0.109568200734583,0.134811567472045,2232298111205.86,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.122756322942744,0.95,0.110116505497284,0.13535644102621,2230907868905.49,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.138908775495158,0.95,0.126320588628231,0.151452232043953,2189830760635.89,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.153773285135419,0.95,0.141238550045314,0.166258722984437,2152029004531.9,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.0880803569174263,0.95,0.0753523803675686,0.100779636897598,2319091902020.76,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.115183402764701,0.95,0.102521691716441,0.127807795394204,2250166471341.32,"< 0.001","Spearman correlation",24803,"donor","31800"
